Time;Amplitude
218.28532410;3.39215684
218.28532410;3.17647052
218.28936768;2.11764717
218.29347229;1.23529410
218.29347229;0.60784316
218.29748535;1.41176474
218.30166626;2.47058821
218.30581665;3.64705873
218.30581665;3.33333325
218.30976868;2.31372547
218.31384277;1.29411769
218.31799316;1.15686274
218.31799316;2.09803915
218.32212830;3.00000000
218.32621765;3.60784316
218.33035278;2.74509811
218.33035278;1.76470590
218.33433533;0.84313726
218.33848572;1.21568632
218.33848572;2.31372547
218.34259033;3.27450991
218.34658813;3.21568632
218.35083008;2.31372547
218.35083008;1.47058821
218.35485840;0.86274511
218.35900879;1.52941179
218.36312866;2.66666675
218.36312866;3.43137264
218.36711121;3.09803915
218.37139893;1.96078432
218.37536621;1.00000000
218.37536621;0.90196079
218.37951660;1.86274505
218.38359070;3.05882359
218.38359070;3.66666675
218.38761902;2.94117641
218.39175415;1.98039210
218.39585876;0.76470590
218.39585876;0.84313726
218.39997864;1.80392158
218.40397644;3.03921580
218.40811157;3.64705873
218.40811157;3.50980401
218.41221619;3.64705873
218.41633606;3.98039222
218.42050171;4.98039198
218.42050171;4.98039198
218.42451477;4.98039198
218.42861938;4.96078444
218.42861938;3.74509811
218.43278503;1.90196073
218.43679810;1.27450979
218.44087219;1.68627453
218.44087219;2.50980401
218.44502258;3.21568632
218.44908142;2.47058821
218.45323181;1.49019611
218.45323181;0.60784316
218.45732117;1.09803927
218.46134949;2.03921580
218.46546936;2.92156863
218.46546936;2.94117641
218.46961975;1.92156863
218.47375488;1.17647064
218.47375488;0.74509805
218.47779846;1.60784316
218.48185730;2.54901958
218.48599243;3.23529410
218.48599243;2.58823538
218.49014282;1.41176474
218.49411011;0.60784316
218.49839783;0.56862748
218.49839783;1.49019611
218.50238037;2.80392146
218.50651550;3.39215684
218.51045227;1.56862748
218.51458740;0.72549021
218.51872253;1.11764705
218.51872253;2.19607854
218.52285767;3.25490189
218.52684021;3.27450991
218.53097534;2.31372547
218.53097534;1.37254906
218.53512573;0.84313726
218.53929138;1.82352936
218.54339600;3.15686274
218.54339600;3.84313726
218.54736328;3.39215684
218.55151367;2.31372547
218.55561829;1.47058821
218.55976868;2.52941179
218.56387329;3.47058821
218.56387329;3.94117641
218.56787109;2.98039222
218.57202148;2.21568632
218.57612610;1.43137252
218.57612610;1.68627453
218.58021545;2.52941179
218.58436584;3.66666675
218.58836365;3.49019599
218.58836365;2.70588231
218.59246826;1.92156863
218.59660339;1.49019611
218.60064697;3.45098042
218.60476685;4.17647076
218.60887146;4.01960802
218.60887146;3.19607854
218.61302185;2.27450991
218.61695862;2.41176462
218.62112427;3.39215684
218.62112427;4.54901981
218.62528992;4.98039198
218.62939453;4.25490189
218.63346863;3.29411769
218.63346863;2.58823538
218.63748169;2.92156863
218.64160156;3.74509811
218.64575195;4.54901981
218.64984131;3.66666675
218.65399170;2.56862736
218.65399170;2.03921580
218.65797424;2.54901958
218.66209412;3.23529410
218.66625977;3.70588231
218.66625977;2.88235283
218.67039490;1.76470590
218.67434692;0.72549021
218.67846680;0.76470590
218.67846680;1.54901958
218.68263245;2.45098042
218.68675232;2.84313726
218.69075012;0.92156863
218.69485474;0.17647059
218.69897461;0.60784316
218.69897461;1.43137252
218.70310974;2.09803915
218.70709229;2.13725495
218.71136475;1.31372547
218.71136475;0.29411766
218.71536255;0.01960784
218.71949768;0.78431374
218.72358704;1.68627453
218.72358704;2.52941179
218.72761536;2.33333325
218.73176575;1.17647064
218.73585510;0.19607843
218.74002075;0.96078432
218.74415588;2.07843137
218.74415588;2.43137264
218.74810791;1.68627453
218.75224304;0.74509805
218.75639343;0.00000000
218.75639343;0.41176471
218.76039124;1.31372547
218.76448059;2.50980401
218.76858521;2.45098042
218.76858521;1.54901958
218.77272034;0.62745100
218.77685547;0.17647059
218.78082275;2.00000000
